Date,Open,High,Low,Close,Adj Close,Volume
2013-02-28,0.108600,0.109800,0.107400,0.108000,0.020300,4361832
2013-03-01,28.820000,28.820000,28.040001,28.100000,5.281879,6100
2013-03-04,0.106200,0.107400,0.105600,0.106200,0.019962,191033
2013-03-05,0.107400,0.108000,0.106200,0.107400,0.020188,967893
2013-03-06,0.107400,0.107400,0.106200,0.107400,0.020188,366833
2013-03-07,0.107400,0.107400,0.106200,0.107400,0.020188,536044
2013-03-08,28.320000,28.320000,28.320000,28.320000,5.323232,0
2013-03-11,0.105000,0.107400,0.104400,0.105600,0.019849,3050836
2013-03-12,0.106200,0.106200,0.105600,0.106200,0.019962,986494
2013-03-13,0.106200,0.111000,0.106200,0.108600,0.020413,6835992
2013-03-14,0.110400,0.113400,0.109800,0.111600,0.020977,1722163
2013-03-15,28.379999,28.379999,27.799999,27.969999,5.257444,3900
2013-03-18,0.111600,0.113400,0.111600,0.112800,0.021203,463164
2013-03-19,0.112800,0.112800,0.110400,0.111000,0.020864,427666
2013-03-20,0.111600,0.111600,0.108000,0.109200,0.020526,343758
2013-03-21,0.108600,0.114000,0.108600,0.112200,0.021090,1093054
2013-03-22,27.520000,27.570000,27.500000,27.549999,5.178498,800
2013-03-25,0.123000,0.124200,0.119400,0.121800,0.022894,6913519
2013-03-26,0.121200,0.127800,0.120000,0.123600,0.023233,11221444
2013-03-27,0.122400,0.122400,0.118200,0.120600,0.022669,2176549
2013-03-28,0.120600,0.123600,0.120600,0.122400,0.023007,3992739
2013-04-01,0.126600,0.127800,0.126000,0.126600,0.023797,5469091
2013-04-02,0.126600,0.126600,0.124800,0.125400,0.023571,1331113
2013-04-03,0.126600,0.127200,0.124200,0.124800,0.023458,3710101
2013-04-04,0.124800,0.124800,0.123000,0.124200,0.023346,2858519
2013-04-05,27.740000,27.740000,27.250000,27.370001,5.144664,4300
2013-04-08,0.123600,0.123600,0.121800,0.123000,0.023120,895763
2013-04-09,0.123000,0.124800,0.123000,0.124200,0.023346,1869581
2013-04-10,0.124800,0.129600,0.123600,0.127200,0.023909,11930772
2013-04-11,0.129600,0.129600,0.125400,0.127200,0.023909,2923268
2013-04-12,28.070000,28.070000,28.070000,28.070000,5.276240,0
2013-04-15,0.125400,0.126000,0.124800,0.125400,0.023571,1075591
2013-04-16,0.123600,0.123600,0.120000,0.121200,0.022782,3754189
2013-04-17,0.123000,0.123600,0.122400,0.122400,0.023007,1080656
2013-04-18,0.122400,0.122400,0.120000,0.121800,0.022894,1387198
2013-04-19,27.770000,28.200001,27.770000,28.200001,5.300676,800
2013-04-22,0.119400,0.119400,0.115800,0.117000,0.021992,502003
2013-04-23,0.117000,0.120000,0.117000,0.118200,0.022218,2227426
2013-04-24,0.120000,0.123600,0.120000,0.122400,0.023007,3305139
2013-04-25,0.122400,0.123600,0.121800,0.122400,0.023007,786614
2013-04-26,28.440001,28.440001,28.180000,28.180000,5.296916,1400
2013-04-29,0.121200,0.121200,0.118800,0.120600,0.022669,1431716
2013-04-30,0.121800,0.121800,0.119400,0.120000,0.022556,1145786
2013-05-01,0.120600,0.120600,0.117000,0.118800,0.022331,849229
2013-05-02,0.118800,0.118800,0.118800,0.118800,0.022331,0
2013-05-03,28.879999,29.500000,28.820000,29.020000,5.454809,3400
2013-05-06,0.118800,0.118800,0.109800,0.113400,0.021315,2787544
2013-05-07,0.111600,0.115800,0.110400,0.112800,0.021203,1381966
2013-05-08,0.114000,0.114600,0.112800,0.114000,0.021428,969463
2013-05-09,0.113400,0.121200,0.113400,0.118800,0.022331,3710589
2013-05-10,29.150000,29.280001,29.129999,29.280001,5.503681,1200
2013-05-13,0.122400,0.122400,0.118200,0.118800,0.022331,1034866
2013-05-14,0.118200,0.121200,0.118200,0.120000,0.022556,1259096
2013-05-15,0.120000,0.121800,0.117000,0.119400,0.022443,2131368
2013-05-16,0.119400,0.120000,0.118800,0.119400,0.022443,982289
2013-05-17,29.780001,29.780001,29.760000,29.760000,5.593904,700
2013-05-20,0.120600,0.120600,0.118800,0.119400,0.022443,620968
2013-05-21,0.119400,0.119400,0.115800,0.117000,0.021992,1750811
2013-05-22,0.116400,0.124800,0.116400,0.122400,0.023007,5652667
2013-05-23,0.124200,0.126600,0.121200,0.124200,0.023346,3199528
2013-05-24,29.320000,29.320000,28.900000,29.080000,5.466087,4900
2013-05-28,0.139200,0.141000,0.135000,0.138600,0.026052,3561314
2013-05-29,0.137400,0.147600,0.137400,0.143400,0.026955,14052885
2013-05-30,0.147600,0.147600,0.142200,0.144000,0.027067,6205032
2013-05-31,29.219999,29.219999,28.780001,28.850000,5.422856,3500
2013-06-03,0.138600,0.145800,0.138600,0.142200,0.026729,4453831
2013-06-04,0.142200,0.147600,0.135000,0.142200,0.026729,3078449
2013-06-05,0.142200,0.145800,0.141000,0.144000,0.027067,3026931
2013-06-06,0.144000,0.144000,0.144000,0.144000,0.027067,0
2013-06-07,28.090000,28.700001,28.020000,28.020000,5.266842,12100
2013-06-10,0.136200,0.141000,0.136200,0.138600,0.026052,329413
2013-06-11,0.139800,0.142800,0.136200,0.140400,0.026391,1881143
2013-06-12,0.138000,0.141000,0.138000,0.140400,0.026391,2857544
2013-06-13,0.138000,0.138000,0.132000,0.135600,0.025488,1254999
2013-06-14,28.090000,28.090000,27.559999,27.559999,5.180377,1500
2013-06-17,0.135600,0.135600,0.132000,0.133200,0.025037,1216358
2013-06-18,0.135000,0.135600,0.131400,0.132600,0.024924,1125304
2013-06-19,0.132600,0.133200,0.127200,0.129000,0.024248,1437274
2013-06-20,0.127200,0.127200,0.120000,0.122400,0.023007,1891283
2013-06-21,26.520000,26.639999,26.459999,26.559999,4.992410,2100
2013-06-24,0.121200,0.121200,0.118200,0.120000,0.022556,813458
2013-06-25,0.120600,0.123600,0.118800,0.120600,0.022669,4526686
2013-06-26,0.124200,0.124800,0.121800,0.123600,0.023233,2082066
2013-06-27,0.123000,0.124200,0.122400,0.123000,0.028982,452358
2013-06-28,27.030001,27.260000,27.030001,27.180000,6.404322,500
2013-07-01,0.124200,0.129000,0.124200,0.127200,0.029972,3538273
2013-07-02,0.130800,0.131400,0.127800,0.129600,0.030537,3984364
2013-07-03,0.129000,0.129600,0.126000,0.128400,0.030254,896463
2013-07-05,26.959999,27.320000,26.959999,27.230000,6.416103,7400
2013-07-08,0.128400,0.128400,0.124800,0.125400,0.029548,915446
2013-07-09,0.127200,0.127800,0.126000,0.127200,0.029972,884883
2013-07-10,0.127800,0.133200,0.127800,0.131400,0.030961,4937221
2013-07-11,0.132600,0.136200,0.132000,0.134400,0.031668,4194214
2013-07-12,28.459999,28.459999,28.379999,28.379999,6.687073,400
2013-07-15,0.142800,0.150600,0.142200,0.147000,0.034637,11056734
2013-07-16,0.146400,0.150000,0.145800,0.148800,0.035061,2493166
2013-07-17,0.150000,0.157800,0.150000,0.154200,0.036334,10941877
2013-07-18,0.160200,0.168000,0.160200,0.164400,0.038737,12952758
2013-07-19,28.139999,28.139999,28.139999,28.139999,6.630523,100
2013-07-22,0.165600,0.174000,0.165600,0.171600,0.040433,9773604
2013-07-23,0.171600,0.171600,0.171600,0.171600,0.040433,0
2013-07-24,0.174600,0.177600,0.172800,0.175200,0.041282,3378846
2013-07-25,0.172800,0.173400,0.168600,0.171600,0.040433,1810936
2013-07-26,28.110001,28.110001,27.719999,27.990000,6.595179,800
2013-07-29,0.171000,0.175200,0.168000,0.173400,0.040858,6314432
2013-07-30,0.174000,0.177000,0.172800,0.174600,0.041140,1837348
2013-07-31,0.174000,0.175200,0.171000,0.174000,0.040999,2940763
2013-08-01,0.176400,0.177600,0.174000,0.176400,0.041564,4445771
2013-08-02,27.320000,28.290001,27.320000,27.530001,6.486791,2400
2013-08-05,0.177000,0.183600,0.175800,0.180000,0.042413,7382876
2013-08-06,0.185400,0.187800,0.184200,0.186000,0.043826,5462226
2013-08-07,0.186000,0.186000,0.186000,0.186000,0.043826,0
2013-08-08,0.186000,0.186000,0.186000,0.186000,0.043826,0
2013-08-09,27.719999,27.820000,27.719999,27.780001,6.545699,800
2013-08-12,0.186000,0.186000,0.186000,0.186000,0.043826,0
2013-08-13,0.185400,0.188400,0.184200,0.186600,0.043968,878279
2013-08-14,0.184800,0.184800,0.181200,0.182400,0.042978,1165933
2013-08-15,0.182400,0.182400,0.174000,0.180600,0.042554,1501383
2013-08-16,28.120001,28.120001,27.549999,27.980000,6.592824,3100
2013-08-19,0.181200,0.184200,0.180000,0.183000,0.043120,1858313
2013-08-20,0.184200,0.184800,0.181200,0.183000,0.043120,1049753
2013-08-21,0.180600,0.182400,0.180000,0.180000,0.042413,1184209
2013-08-22,0.180600,0.180600,0.178800,0.180000,0.042413,2463929
2013-08-23,27.879999,27.879999,27.879999,27.879999,6.569261,100
2013-08-26,0.180000,0.182400,0.177000,0.178800,0.042130,1122769
2013-08-27,0.175200,0.177000,0.168000,0.173400,0.040858,3090706
2013-08-28,0.168000,0.168000,0.156600,0.158400,0.037323,11459559
2013-08-29,0.160800,0.163800,0.159000,0.160800,0.037889,10541365
2013-08-30,27.629999,27.629999,27.629999,27.629999,6.510354,0
2013-09-03,0.174000,0.174000,0.168000,0.171600,0.040433,4445627
2013-09-04,0.168000,0.168000,0.154800,0.157200,0.037040,11957840
2013-09-05,0.156000,0.159600,0.142200,0.151200,0.035627,8186960
2013-09-06,28.400000,28.400000,28.379999,28.400000,6.691786,600
2013-09-09,0.154800,0.154800,0.148200,0.151200,0.035627,6213794
2013-09-10,0.162000,0.166200,0.159000,0.163800,0.038596,11716984
2013-09-11,0.169200,0.177000,0.168600,0.172800,0.040716,11971394
2013-09-12,0.170400,0.172200,0.168600,0.171000,0.040292,4735826
2013-09-13,29.570000,29.570000,29.570000,29.570000,6.967469,0
2013-09-16,0.177600,0.178200,0.168000,0.171600,0.040433,4575574
2013-09-17,0.176400,0.176400,0.169800,0.172800,0.040716,2757984
2013-09-18,0.175200,0.177600,0.174000,0.175800,0.041423,3188073
2013-09-19,0.177000,0.178800,0.173400,0.175200,0.041282,1769891
2013-09-20,30.250000,30.260000,29.410000,29.410000,6.929769,1000
2013-09-23,0.172200,0.175200,0.172200,0.174000,0.040999,896854
2013-09-24,0.175200,0.175200,0.171600,0.172800,0.040716,925913
2013-09-25,0.172800,0.175800,0.172800,0.174600,0.041140,1142861
2013-09-26,0.174600,0.179400,0.174600,0.177000,0.041706,3360238
2013-09-27,29.740000,29.760000,29.740000,29.760000,7.012239,200
2013-09-30,0.179400,0.180000,0.177000,0.178800,0.042130,1833411
2013-10-01,0.178800,0.181200,0.178200,0.180000,0.042413,1838634
2013-10-02,0.180000,0.182400,0.178200,0.181200,0.042695,3127318
2013-10-03,0.181200,0.182400,0.180000,0.181200,0.042695,1146781
2013-10-04,30.150000,30.150000,29.820000,29.820000,7.026376,1600
2013-10-07,0.186000,0.189600,0.184800,0.187200,0.044109,2799613
2013-10-08,0.189600,0.195600,0.187200,0.192000,0.045240,4136981
2013-10-09,0.196800,0.198000,0.194400,0.196800,0.046371,4246494
2013-10-10,0.199200,0.202800,0.196800,0.199200,0.046937,5337816
2013-10-11,30.299999,30.299999,30.299999,30.299999,7.139476,0
2013-10-14,0.200400,0.200400,0.200400,0.200400,0.047220,0
2013-10-15,0.200400,0.200400,0.200400,0.200400,0.047220,0
2013-10-16,0.200400,0.200400,0.200400,0.200400,0.047220,0
2013-10-17,0.200400,0.200400,0.200400,0.200400,0.047220,0
2013-10-18,31.670000,31.670000,30.639999,30.639999,7.219589,400
2013-10-21,0.200400,0.200400,0.195600,0.198000,0.046654,6922017
2013-10-22,0.198000,0.199200,0.195600,0.198000,0.046654,818666
2013-10-23,0.199200,0.200400,0.195600,0.196800,0.046371,1019716
2013-10-24,0.196800,0.199200,0.196800,0.198000,0.046654,5219337
2013-10-25,31.040001,31.040001,30.830000,30.900000,7.280851,500
2013-10-28,0.198000,0.198000,0.196800,0.196800,0.046371,484479
2013-10-29,0.198000,0.201600,0.196800,0.199200,0.046937,1257438
2013-10-30,0.201600,0.202800,0.200400,0.201600,0.047502,4984457
2013-10-31,0.200400,0.201600,0.198000,0.200400,0.047220,1977499
2013-11-01,31.230000,31.230000,31.230000,31.230000,7.358608,100
2013-11-04,0.201600,0.201600,0.196800,0.199200,0.046937,1430084
2013-11-05,0.201600,0.201600,0.201600,0.201600,0.047502,0
2013-11-06,0.200400,0.201600,0.200400,0.200400,0.047220,1694551
2013-11-07,0.201600,0.201600,0.199200,0.200400,0.047220,401643
2013-11-08,30.270000,30.270000,30.270000,30.270000,7.132408,300
2013-11-11,0.202800,0.205200,0.201600,0.204000,0.048068,5352629
2013-11-12,0.202800,0.202800,0.201600,0.202800,0.047785,1583623
2013-11-13,0.202800,0.202800,0.200400,0.201600,0.047502,517499
2013-11-14,0.202800,0.205200,0.201600,0.202800,0.047785,4137427
2013-11-15,31.370001,31.520000,31.000000,31.480000,7.417515,2400
2013-11-18,0.212400,0.212400,0.207600,0.208800,0.049199,2684888
2013-11-19,0.210000,0.212400,0.206400,0.208800,0.049199,1615546
2013-11-20,0.208800,0.208800,0.205200,0.206400,0.048633,1111531
2013-11-21,0.206400,0.210000,0.206400,0.208800,0.049199,2520638
2013-11-22,31.049999,31.430000,31.049999,31.430000,7.405734,700
2013-11-25,0.216000,0.218400,0.214800,0.217200,0.051178,3821514
2013-11-26,0.217200,0.219600,0.216000,0.218400,0.051461,2878866
2013-11-27,0.218400,0.218400,0.218400,0.218400,0.051461,0
2013-11-29,31.070000,31.070000,31.070000,31.070000,7.320908,0
2013-12-02,0.224400,0.230400,0.223200,0.226800,0.053440,3697244
2013-12-03,0.230400,0.231600,0.226800,0.229200,0.054006,3894101
2013-12-04,0.229200,0.229200,0.224400,0.225600,0.053157,2156346
2013-12-05,0.224400,0.228000,0.224400,0.226800,0.053440,857499
2013-12-06,32.000000,32.160000,32.000000,32.160000,7.577741,500
2013-12-09,0.228000,0.228000,0.222000,0.223200,0.052592,1308361
2013-12-10,0.223200,0.228000,0.220800,0.224400,0.052875,832608
2013-12-11,0.220800,0.224400,0.216000,0.220800,0.052026,1748353
2013-12-12,0.223200,0.225600,0.222000,0.223200,0.052592,1202399
2013-12-13,31.150000,31.150000,30.660000,30.959999,7.294990,2700
2013-12-16,0.218400,0.220800,0.218400,0.220800,0.052026,4155666
2013-12-17,0.220800,0.223200,0.219600,0.220800,0.052026,1477899
2013-12-18,0.224400,0.226800,0.224400,0.225600,-0.333441,3754814
2013-12-19,0.228000,0.229200,0.225600,0.226800,-0.335215,1889088
2013-12-20,31.059999,31.059999,31.059999,31.059999,-45.907261,300
2013-12-23,0.224400,0.224400,0.220800,0.222000,-0.328120,803459
2013-12-24,0.222000,0.224400,0.220800,0.222000,-0.328120,177616
2013-12-26,0.219600,0.228000,0.219600,0.225600,-0.333441,6156631
2013-12-27,31.059999,31.059999,31.059999,31.059999,-45.907261,0
2013-12-30,0.228000,0.228000,0.223200,0.224400,-0.331667,1624486
2013-12-31,0.226800,0.226800,0.220800,0.224400,-0.331667,3108399
2014-01-02,0.234000,0.237600,0.232800,0.234000,-0.345856,8163145
2014-01-03,31.840000,31.840000,31.400000,31.670000,-46.808849,3800
2014-01-06,0.237600,0.238800,0.235200,0.236400,-0.349404,1482729
2014-01-07,0.236400,0.237600,0.232800,0.236400,-0.349404,2301593
2014-01-08,0.238800,0.242400,0.236400,0.240000,-0.354724,3723631
2014-01-09,0.240000,0.240000,0.236400,0.237600,-0.351177,1171264
2014-01-10,31.139999,32.220001,31.120001,32.220001,-47.621761,1800
2014-01-13,0.234000,0.234000,0.234000,0.234000,-0.345856,0
2014-01-14,0.234000,0.234000,0.234000,0.234000,-0.345856,0
2014-01-15,0.236400,0.236400,0.231600,0.234000,-0.345856,771536
2014-01-16,0.232800,0.232800,0.228000,0.228000,-0.336988,2338328
2014-01-17,31.690001,32.500000,31.690001,32.490002,-48.020828,3100
2014-01-21,0.237600,0.238800,0.235200,0.237600,-0.351177,953276
2014-01-22,0.235200,0.236400,0.231600,0.232800,-0.344083,2376326
2014-01-23,0.232800,0.235200,0.231600,0.234000,-0.345856,683376
2014-01-24,32.220001,32.220001,31.430000,31.430000,-46.454128,4500
2014-01-27,0.234000,0.247200,0.232800,0.242400,-0.358272,8471842
2014-01-28,0.246000,0.247200,0.242400,0.246000,-0.363593,2038956
2014-01-29,0.246000,0.246000,0.246000,0.246000,-0.363593,0
2014-01-30,0.236400,0.241200,0.231600,0.236400,-0.349404,1781271
2014-01-31,30.190001,31.180000,30.190001,30.240000,-44.695286,1100
2014-02-03,0.235200,0.235200,0.225600,0.228000,-0.336988,1048133
2014-02-04,0.228000,0.232800,0.224400,0.230400,-0.340535,2775773
2014-02-05,0.228000,0.229200,0.226800,0.228000,-0.336988,1711919
2014-02-06,0.228000,0.228000,0.225600,0.228000,-0.336988,565771
2014-02-07,30.459999,30.650000,30.459999,30.650000,-45.301270,400
2014-02-10,0.229200,0.234000,0.229200,0.229200,-0.338762,223153
2014-02-11,0.229200,0.229200,0.226800,0.228000,-0.336988,190333
2014-02-12,0.226800,0.228000,0.226800,0.228000,-0.336988,146474
2014-02-13,0.228000,0.230400,0.228000,0.230400,-0.340535,571648
2014-02-14,31.650000,31.650000,31.400000,31.400000,-46.409790,400
2014-02-18,0.225600,0.228000,0.225600,0.228000,-0.336988,139769
2014-02-19,0.229200,0.231600,0.228000,0.230400,-0.340535,1787983
2014-02-20,0.228000,0.228000,0.225600,0.226800,-0.335215,176499
2014-02-21,31.270000,31.270000,31.270000,31.270000,-46.217644,0
2014-02-24,0.222000,0.222000,0.219600,0.220800,-0.326347,130833
2014-02-25,0.224400,0.224400,0.222000,0.222000,-0.328120,1093421
2014-02-26,0.224400,0.224400,0.220800,0.222000,-0.328120,368499
2014-02-27,0.222000,0.222000,0.219600,0.220800,-0.326347,132333
2014-02-28,33.189999,33.189999,33.150002,33.150002,-48.996319,800
2014-03-03,0.225600,0.225600,0.217200,0.220800,-0.326347,127066
2014-03-04,0.222000,0.225600,0.222000,0.223200,-0.329894,606583
2014-03-05,0.225600,0.225600,0.222000,0.223200,-0.329894,393548
2014-03-06,0.225600,0.225600,0.220800,0.220800,-0.326347,112833
2014-03-07,33.709999,33.709999,32.500000,33.349998,-49.291920,11600
2014-03-10,0.217200,0.218400,0.216000,0.217200,-0.321026,92153
2014-03-11,0.216000,0.216000,0.210000,0.211200,-0.312158,274029
2014-03-12,0.212400,0.212400,0.207600,0.211200,-0.312158,233429
2014-03-13,0.211200,0.211200,0.211200,0.211200,-0.312158,0
2014-03-14,33.369999,33.369999,31.559999,31.559999,-46.646267,3300
2014-03-17,0.201600,0.201600,0.201600,0.201600,-0.297969,24714
2014-03-18,0.202800,0.220800,0.202800,0.212400,-0.313931,4870966
2014-03-19,0.220800,0.220800,0.210000,0.216000,-0.319252,923583
2014-03-20,0.212400,0.213600,0.208800,0.212400,-0.313931,355143
2014-03-21,30.920000,31.430000,30.920000,30.959999,-45.759457,1600
2014-03-24,0.207600,0.207600,0.206400,0.207600,-0.306837,49999
2014-03-25,0.207600,0.207600,0.206400,0.207600,-0.306837,49999
2014-03-26,0.207600,0.207600,0.207600,0.207600,-0.306837,0
2014-03-27,0.205200,0.211200,0.205200,0.207600,-0.306837,477149
2014-03-28,31.740000,31.850000,31.740000,31.850000,-47.074898,900
2014-03-31,0.224400,0.224400,0.216000,0.219600,-0.324573,4069339
2014-04-01,0.222000,0.224400,0.216000,0.219600,-0.324573,2671536
2014-04-02,0.216000,0.228000,0.214800,0.216000,-0.319252,5147064
2014-04-03,0.216000,0.224400,0.214800,0.216000,-0.319252,2903426
2014-04-04,32.540001,32.540001,32.380001,32.380001,-47.858246,400
2014-04-07,0.216000,0.216000,0.216000,0.216000,-0.319252,0
2014-04-08,0.220800,0.222000,0.213600,0.220800,-0.326347,1363094
2014-04-09,0.217200,0.222000,0.213600,0.217200,-0.321026,2169113
2014-04-10,0.217200,0.222000,0.213600,0.217200,-0.321026,2378594
2014-04-11,31.850000,31.850000,31.850000,31.850000,-47.074898,0
2014-04-14,0.218400,0.220800,0.216000,0.218400,-0.322799,619506
2014-04-15,0.222000,0.225600,0.217200,0.222000,-0.328120,3221906
2014-04-16,0.223200,0.225600,0.220800,0.223200,-0.329894,1572016
2014-04-17,0.354000,0.356400,0.352800,0.354000,-0.523219,642583
2014-04-21,0.217200,0.220800,0.216000,0.217200,-0.321026,312459
2014-04-22,0.217200,0.218400,0.217200,0.217200,-0.321026,82849
2014-04-23,0.216000,0.217200,0.214800,0.216000,-0.319252,1295676
2014-04-24,0.216000,0.217200,0.216000,0.216000,-0.319252,173166
2014-04-25,31.799999,31.799999,31.799999,31.799999,-47.000996,300
2014-04-28,0.218400,0.218400,0.216000,0.216000,-0.319252,168939
2014-04-29,0.216000,0.216000,0.216000,0.216000,-0.319252,309374
2014-04-30,0.214800,0.214800,0.206400,0.210000,-0.310384,1044643
2014-05-01,0.211200,0.211200,0.211200,0.211200,-0.312158,48333
2014-05-02,32.180000,32.240002,32.180000,32.240002,-47.651325,500
2014-05-05,0.212400,0.213600,0.210000,0.210000,-0.310384,338333
2014-05-06,0.212400,0.212400,0.210000,0.212400,-0.313931,112533
2014-05-07,0.212400,0.212400,0.211200,0.212400,-0.313931,526046
2014-05-08,0.210000,0.211200,0.207600,0.210000,-0.310384,299133
2014-05-09,31.660000,31.660000,31.660000,31.660000,-46.794071,0
2014-05-12,0.204000,0.204000,0.200400,0.201600,-0.297969,82063
2014-05-13,0.204000,0.208800,0.201600,0.204000,-0.301516,753354
2014-05-14,0.204000,0.208800,0.204000,0.206400,-0.305063,444014
2014-05-15,0.210000,0.217200,0.206400,0.212400,-0.313931,1310733
2014-05-16,33.439999,33.439999,33.439999,33.439999,-49.424942,400
2014-05-19,0.222000,0.222000,0.219600,0.220800,-0.326347,762059
2014-05-20,0.220800,0.222000,0.217200,0.218400,-0.322799,268068
2014-05-21,0.216000,0.217200,0.213600,0.214800,-0.317478,420003
2014-05-22,0.214800,0.214800,0.210000,0.211200,-0.312158,272903
2014-05-23,32.790001,32.910000,32.790001,32.910000,-48.641598,700
2014-05-27,0.207600,0.207600,0.207600,0.207600,-0.306837,0
2014-05-28,0.207600,0.208800,0.205200,0.207600,-0.306837,1083203
2014-05-29,0.207600,0.216000,0.207600,0.213600,-0.315705,914999
2014-05-30,33.500000,33.500000,33.500000,33.500000,-49.513626,500
2014-06-02,0.222000,0.226800,0.222000,0.225600,-0.333441,3111039
2014-06-03,0.225600,0.225600,0.219600,0.222000,-0.328120,1574084
2014-06-04,0.218400,0.218400,0.216000,0.218400,-0.322799,538333
2014-06-05,0.218400,0.222000,0.217200,0.219600,-0.324573,635333
2014-06-06,34.270000,34.320000,34.270000,34.320000,-50.725597,400
2014-06-09,0.219600,0.219600,0.217200,0.217200,-0.321026,543873
2014-06-10,0.217200,0.218400,0.217200,0.218400,-0.322799,45856
2014-06-11,0.219600,0.219600,0.217200,0.218400,-0.322799,706784
2014-06-12,0.218400,0.219600,0.217200,0.218400,-0.322799,456066
2014-06-13,34.080002,34.080002,34.080002,34.080002,-50.370880,100
2014-06-16,0.210000,0.210000,0.205200,0.205200,-0.303289,206453
2014-06-17,0.205200,0.205200,0.204000,0.205200,-0.303289,243649
2014-06-18,0.206400,0.206400,0.205200,0.206400,-0.305063,260649
2014-06-19,0.205200,0.206400,0.205200,0.206400,-0.305063,151251
2014-06-20,34.410000,34.410000,34.410000,34.410000,-50.858624,0
2014-06-23,0.206400,0.206400,0.205200,0.206400,-0.305063,269076
2014-06-24,0.205200,0.205200,0.204000,0.204000,-0.301516,195833
2014-06-25,0.202800,0.202800,0.201600,0.201600,-0.333987,16666
2014-06-26,0.204000,0.204000,0.202800,0.202800,-0.335975,20729
2014-06-27,34.110001,34.200001,34.110001,34.200001,-56.658466,500
2014-06-30,0.202800,0.202800,0.188400,0.190800,-0.316095,1867566
2014-07-01,0.189600,0.193200,0.188400,0.189600,-0.314107,167483
2014-07-02,0.192000,0.195600,0.192000,0.193200,-0.320071,99151
2014-07-03,0.198000,0.204000,0.198000,0.198000,-0.328023,231583
2014-07-07,0.204000,0.208800,0.204000,0.207600,-0.343927,711786
2014-07-08,0.207600,0.207600,0.204000,0.206400,-0.341939,221666
2014-07-09,0.204000,0.205200,0.204000,0.204000,-0.337963,39166
2014-07-10,0.205200,0.206400,0.204000,0.205200,-0.339951,383424
2014-07-11,35.090000,35.090000,35.040001,35.040001,-58.050079,600
2014-07-14,0.207600,0.216000,0.207600,0.213600,-0.353867,1289778
2014-07-15,0.211200,0.211200,0.206400,0.207600,-0.343927,490748
2014-07-16,0.210000,0.210000,0.207600,0.210000,-0.347903,423361
2014-07-17,0.210000,0.211200,0.210000,0.210000,-0.347903,163833
2014-07-18,35.099998,35.310001,35.000000,35.049999,-58.066643,37500
2014-07-21,0.207495,0.207495,0.206190,0.206190,-0.341591,215730
2014-07-22,0.206190,0.207495,0.204885,0.206190,-0.341591,248793
2014-07-23,0.206190,0.208800,0.206190,0.207495,-0.343753,73104
2014-07-24,0.207495,0.207495,0.207495,0.207495,-0.343753,0
2014-07-25,35.990002,35.990002,35.160000,35.189999,-58.298576,2400
2014-07-28,0.207495,0.207495,0.207495,0.207495,-0.343753,0
2014-07-29,0.206190,0.206190,0.206190,0.206190,-0.341591,0
2014-07-30,0.206190,0.206190,0.206190,0.206190,-0.341591,0
2014-07-31,0.206190,0.206190,0.206190,0.206190,-0.341591,0
2014-08-01,34.119999,34.549999,34.119999,34.549999,-57.238304,800
2014-08-04,0.214020,0.216630,0.212715,0.215325,-0.356725,288522
2014-08-05,0.215325,0.217935,0.212715,0.215325,-0.356725,423492
2014-08-06,0.214020,0.215325,0.212715,0.214020,-0.354563,480983
2014-08-07,0.212715,0.212715,0.208800,0.208800,-0.345915,235494
2014-08-08,33.889999,33.889999,33.889999,33.889999,-56.144894,1300
2014-08-11,0.202275,0.202275,0.197055,0.199665,-0.330781,624026
2014-08-12,0.197055,0.198360,0.191182,0.195750,-0.324295,400208
2014-08-13,0.200970,0.200970,0.195750,0.199665,-0.330781,1363835
2014-08-14,0.199665,0.206190,0.199665,0.203580,-0.337267,1023704
2014-08-15,35.470001,35.470001,34.830002,34.830002,-57.702179,700
2014-08-18,0.208800,0.211410,0.204885,0.207495,-0.343753,9039918
2014-08-19,0.210105,0.211410,0.206190,0.208800,-0.345915,4422551
2014-08-20,0.208800,0.208800,0.203580,0.204885,-0.339429,2755097
2014-08-21,0.204885,0.204885,0.200970,0.200970,-0.332943,2586430
2014-08-22,34.799999,34.830002,34.799999,34.830002,-57.702179,800
2014-08-25,0.195750,0.197055,0.194445,0.195750,-0.324295,776211
2014-08-26,0.195750,0.197055,0.195750,0.195750,-0.324295,46651
2014-08-27,0.195750,0.200970,0.195750,0.197055,-0.326457,849042
2014-08-28,0.194445,0.198360,0.194445,0.195750,-0.324295,1182280
2014-08-29,34.590000,34.680000,34.590000,34.680000,-57.453671,200
2014-09-02,0.197055,0.199665,0.197055,0.199665,-0.330781,1266743
2014-09-03,0.200970,0.207495,0.199665,0.203580,-0.337267,8168488
2014-09-04,0.206190,0.207495,0.202275,0.204885,-0.339429,2194332
2014-09-05,34.590000,34.590000,34.590000,34.590000,-57.304573,200
2014-09-08,0.203580,0.203580,0.199665,0.200970,-0.332943,1706920
2014-09-09,0.203580,0.212715,0.203580,0.208800,-0.345915,10841234
2014-09-10,0.215325,0.217935,0.211410,0.215325,-0.356725,6222604
2014-09-11,0.212715,0.212715,0.210105,0.210105,-0.348077,1689437
2014-09-12,34.049999,34.299999,34.049999,34.299999,-56.824135,500
2014-09-15,0.210105,0.210105,0.204885,0.206190,-0.341591,2262490
2014-09-16,0.208800,0.215325,0.208800,0.212715,-0.352401,6682141
